file_name,is_noise,a0_spectral_entropy,a0_spectral_centroid,a0_spectral_flatness,a0_spectral_bandwidth,a0_std_dev_time_diff,a0_mean_time_diff,a0_median_time_diff,a0_peaks_per_second,a0_percent_time_above_threshold,a0_num_boilings,a0_unused_peak_proportion,a0_skewness,a0_kurtosis,a0_crest_factor,a0_burstiness,a0_spectral_flux,a0_low_band_power,a0_mid_band_power,a0_high_band_power,a0_high_to_low_ratio,a0_mean_spectral_entropy_time,a0_var_spectral_centroid_time,a0_wavelet_energy_low_scale,a0_wavelet_energy_mid_scale,a0_wavelet_energy_high_scale,a0_regime_dominance,a0_rms_change_points,a0_skew_peak_magnitude,a0_kurtosis_peak_magnitude,a0_iqr_peak_magnitude,a0_mean_peak_magnitude,a0_max_peak_magnitude,a0_std_peak_magnitude,a0_max_to_mean_peak_ratio,a1_spectral_entropy,a1_spectral_centroid,a1_spectral_flatness,a1_spectral_bandwidth,a1_std_dev_time_diff,a1_mean_time_diff,a1_median_time_diff,a1_peaks_per_second,a1_percent_time_above_threshold,a1_num_boilings,a1_unused_peak_proportion,a1_skewness,a1_kurtosis,a1_crest_factor,a1_burstiness,a1_spectral_flux,a1_low_band_power,a1_mid_band_power,a1_high_band_power,a1_high_to_low_ratio,a1_mean_spectral_entropy_time,a1_var_spectral_centroid_time,a1_wavelet_energy_low_scale,a1_wavelet_energy_mid_scale,a1_wavelet_energy_high_scale,a1_regime_dominance,a1_rms_change_points,a1_skew_peak_magnitude,a1_kurtosis_peak_magnitude,a1_iqr_peak_magnitude,a1_mean_peak_magnitude,a1_max_peak_magnitude,a1_std_peak_magnitude,a1_max_to_mean_peak_ratio,num_peak_mag_high_diff,peak_mag_correlation
"MATLAB 1-00 PM Fri, Jun 28, 2024 Run8 .csv",0,5.439864168409741,1910.8551324977448,0.2831755060803294,1009.3886347724484,0.015709584008901,0.0146796822970439,0.0766026574951669,1.4994102343325817,0.00462,0.4981595784935967,0.0,-0.0875180732254218,33.72229074799877,12.370524718667596,0.051611092180599,2.0486961659128306e-12,0.0022832371976872,0.1546506349596721,0.8428797912125521,-937.6215984448704,4.180224957522514,349147.0799978815,6.513067391474481,15.56891581424103,0.4365614968249166,1.0,1.1336553493284025,-1.6918619311208725,3.0253604018525806,0.0119602036476134,0.0901452601328491,0.1052580165863037,0.0140274691613912,1.1676489305281552,4.9313795265334495,1623.1168089103896,0.049122128672631,815.8675751355788,0.0161541604113079,0.019323897261253,0.0814384657335348,1.4800303681472686,0.00381,0.4892203883196385,0.0,0.2087149042448044,40.429871898667045,11.74116783906958,0.0531161405593685,9.515793339179987e-11,0.0005941052617076,0.0820838077016965,0.9171855563238596,1543.809852293748,3.888325518398002,259564.5400842444,29.86937761771782,32.05001037372243,0.3062146328714271,1.0,1.2479183877468,-2.207885803305541,4.406211679123996,0.014798936843872,0.1837740203365683,0.2083166253566742,0.0216455144677177,1.133547739637833,0.0,0.7139976015080887
"MATLAB 1-02 PM Thu, Nov 7, 2024 Run8 .csv",0,5.700523466214685,2294.871845438176,0.2601321043988069,1356.9178434613618,0.000944933859495,-0.0571319819934251,0.0044470701080645,2.477918466855139,0.0004,0.49388621613058,0.0,1.5285514573324797,58.05735517788983,17.777887562975184,0.0040071831573368,1.6762173189186158e-11,0.0001796046586576,0.0001720823514029,0.9991079887529378,4234.171213591692,2.5738513181212137,457622.5399895293,14.752301235465987,0.0563930759478273,0.106560644675062,1.0,0.1253482429173782,-0.4052563421635066,-1.058759462362168,0.0387733173370361,0.2533966680367787,0.2867351841926575,0.0226552287312349,1.131566513538528,5.308989046859168,2144.0924624139006,0.0966758082720342,1207.4333525905374,0.0012130436916114,-0.0523105272676316,0.0116481739823425,2.4587064132554763,0.00052,0.4849466201677734,0.0,0.5924224765027378,32.97700477799756,12.948236092615607,0.0051455754848899,2.363179516398276e-11,0.0001861116581055,9.598499436098652e-05,0.9990280117854176,5367.895928470295,2.4186048812789545,430587.02158378414,17.91751299450009,0.0466936713917039,0.0698648367790605,1.0,0.2399835926042276,-0.3270751493357315,-0.923031762092128,0.0180765235424042,0.1916803356011708,0.2103264844417572,0.0119315732230625,1.0972773173737729,0.0,-0.5879004306974205
"MATLAB 1-04 PM Thu, Aug 22, 2024 Run2.csv",0,5.897196068948194,2799.6570092984284,0.3202830959853148,1269.319138094865,0.3621314856407515,0.2817537532446801,0.3332118740008045,-0.0293297934420817,0.00121,0.4924617620095745,0.5882352941176471,-1.1890736950480223,187.9201729144364,40.73933747361801,0.628946178561461,2.976954838411713e-14,0.0013470907155534,0.0007926719730785,0.9960294522587426,-596.541893191059,4.52442625557835,802036.3709575521,0.4151252576138013,0.0076165857409908,0.009658786461965,1.0,0.1225792074470367,1.25102054118282,0.8410472818761932,0.0144018483161925,0.0365078792852513,0.0800017726421356,0.0167926788536085,2.1913563375469773,5.499477000671673,1864.7241584502835,0.2375672901225439,1288.9060239090063,0.3199215714662812,0.4194456235881925,0.4753514096335148,-0.3484889098087493,0.00095,0.4835220307838184,0.5,-0.4836620560058297,134.21227503517562,33.53674074976419,0.4514938157043515,1.5935066382832627e-14,0.0031409219087742,0.000742844259359,0.9958755668178012,317.06473313958844,3.868334251249195,692070.8236508941,0.6584311454918915,0.004230848891148,0.0034884780102945,1.0,-0.7626613391099631,2.179596360505601,4.551326017769425,0.0090114358067512,0.0291334563493728,0.0758124244213104,0.0146424417833633,2.602246143133733,1.0,0.5254259993104917
"MATLAB 1-04 PM Tue, Sep 10, 2024 Run9 .csv",0,5.99774079384499,2741.4131040181096,0.3585779251120977,1278.543154718842,1.4454026948099954,1.0938566309171405,0.7478266778168289,-0.986524301006481,0.0015,-0.5089626921114311,1.0,-1.9306524558114104,293.2588832428916,44.41930712978111,1.0406388012231704,1.0873075054524597e-12,0.0074390961977515,0.0004621734225502,0.991447141964401,-1209.948014398528,3.58764288320372,763757.0173391572,3.1812739218721098,0.0662314316151265,0.1000205976222533,0.0,1.1198101719766953,-0.0270638435869276,-1.3387714060151163,0.0711257517337799,0.1132611281077066,0.1861072969436645,0.0459817362926583,1.643170080088591,5.892992896932553,2380.5959804653617,0.1785038693303504,1139.2081785762418,1.446234379400419,1.0988346863441727,0.7550046454507259,-1.0056244795490434,0.001495,-0.5179025586001367,1.0,1.794388359533354,281.58657266203494,52.39068338596273,1.0411626246776489,1.8117269640066756e-12,0.0103069734553533,8.5345854592545e-05,0.9893104293291248,95.98457137922318,3.2378411243204166,584681.4360719152,4.103149209539619,0.0255506211743329,0.0589151481885165,0.0,1.2346937291758462,0.7839958763601601,0.2739894475228595,0.0799211341142654,0.150074961344401,0.32150998711586,0.0708491025602438,2.142329301541778,1.0,0.8439407537831554
"MATLAB 1-05 PM Thu, Aug 22, 2024 Run3 .csv",0,5.853611594465465,2703.8846625365486,0.3151131862537649,1313.2269038099798,0.5264018897845787,0.3756024982372052,0.3437062865375607,-0.350876563460303,0.00137,-0.5118116003534422,1.0,1.4484806498103675,123.83478677555136,40.07067486095676,0.7823331549813695,3.768301170200435e-14,0.0015781481682651,0.0009047517893121,0.9954237534763491,-727.045583877962,4.854742693921681,627764.5464382399,0.5123285002966599,0.0093740225121759,0.0111406597126221,0.0,1.1142721010360126,1.4196615174047278,1.7005167067407765,0.0343849429488182,0.0440534198284148,0.1193983519077301,0.0269408231659254,2.710308356826296,5.389015821268444,1790.6504659977836,0.2139863282736047,1276.7235555146208,0.6883669298142934,0.5823006157256339,0.5462111177606517,-0.6698678672413203,0.00139,0.4792482626319533,0.7272727272727273,0.0645352584062426,75.0789908276495,34.56571523839658,0.786983880487055,3.0642793848747954e-14,0.0031565429513645,0.0007406804261582,0.9958791879765868,315.49679612186947,4.243514822773737,551438.2421212497,0.8204022367303548,0.0050513616072928,0.0040947873706439,1.0,2.2294038657474644,1.4309912803317324,1.9159377442193009,0.0171695810556412,0.0348076891899108,0.0779842031002044,0.0161863134235525,2.2404303449942446,1.0,0.2312952809793355
"MATLAB 1-07 PM Fri, May 31, 2024 Run3 .csv",0,5.485897646398795,897.3989643991853,0.290568121771749,958.97179104149,0.061967881893454,-0.1607034841670843,-0.1102641046957016,5.434818929105315,0.00463,2.4853394914045466,0.0,-0.5541475211670756,13.471339945849188,18.988148209477405,0.4467310018915712,1.3821598957626229e-13,0.3946957568413072,0.0950019724343927,0.5102578292906245,-1371.0837641236467,4.537721861030125,176567.70614274553,3.1594042827968543,7.578514639708122,6.446920460306357,0.0821256038647343,1.10873403009533,1.662524890773606,3.44267355991345,0.0228473687171935,0.0367739173438813,0.1117322301864624,0.0174908556521047,3.0383553957993823,6.145383250281501,1433.3210791735517,0.5136341071550301,1373.6804230506264,0.2691142525994269,-0.0238618675166144,-0.0736824095670628,1.9159074972288117,0.00065,-0.5236009161359568,1.0,-2.2540386066253246,579.7635534790518,76.56138836174257,0.99416245276086,1.9606827708229125e-12,0.3082644015711792,0.045517238303649,0.64602465190443,2.09568360346422,4.6018968798267,369457.22294516006,6.319069389209892,9.9110478200874,11.495649716312064,0.0,0.2241140023190831,4.915948636869114,24.76467234544862,0.0202913522720337,0.0983008053818264,0.5601434862613679,0.0816162749922713,5.698259379316598,1.0,0.2248212723435166
"MATLAB 1-10 PM Thu, Aug 22, 2024 Run4 .csv",0,5.973586549939025,2742.147128190927,0.3337238812632203,1223.7486769377574,0.2986096936053353,0.2731121373118874,0.2627655033416425,0.0204024106368816,0.00401,0.4824905831625355,0.7777777777777778,2.938572274596912,274.7474230707114,37.439650495286,0.5196029351754686,5.345500539017776e-13,0.0007810232080549,0.0009223105612778,0.9968047967454676,-110.6725772384532,4.638948261871,693758.3934468942,1.885444657479589,0.0388980700313785,0.0451368127245465,1.0,1.103195959154647,0.5224374672711698,-1.1850838402358197,0.0900992584228515,0.0851188744439018,0.1772287058830261,0.0542861811191722,2.082131689838425,5.77785187488046,1974.0807911825823,0.2200646481062791,1216.7037349452585,0.3136612009491913,0.3545300928146083,0.3943740621461753,-0.1983641429314171,0.00348,0.4735499050961331,0.75,-0.7479648261087817,159.63975037288768,31.818928174909733,0.4816270185081252,3.6155211352927387e-13,0.0007356908917246,0.0006499030559437,0.998448378469116,1357.1574552575462,4.025411507198032,469511.7315156117,2.858073495450914,0.0171152059692406,0.0111197102022167,1.0,1.2188241388907015,0.3794395095472116,-1.211710182013824,0.0637203398346901,0.0671544247120618,0.1286329090595245,0.0360772936935909,1.9154792794527544,2.0,0.0320240518812212
"MATLAB 1-12 PM Thu, Nov 7, 2024 Run9 .csv",0,5.632734954703723,2219.356500154379,0.2422642592202483,1361.1591295752792,0.001526229011616,-0.0859096265888054,-0.0265048880392215,2.706246910953029,0.0004,0.4796416749205244,0.0,0.7014451415491838,49.50016549623467,15.54669688072016,0.0070066751427447,1.956995707051097e-11,0.0001473785950866,0.0001603812121189,0.99910955564306,5377.674086716104,2.371240132687473,341763.19337257947,6.075090090592648,0.0197514367524483,0.0383251137897717,1.0,-0.9023421117860358,-0.2211635974477234,-1.8491075866065616,0.0486015796661376,0.2284967471493615,0.2530449855327606,0.0233725451448059,1.107433644853389,5.512061504986173,2229.4356448898766,0.1101301398578678,1230.437858798969,0.0010243900615248,-0.0811151683561053,-0.0190694653651012,2.687594232638867,0.00045,0.470700726328223,0.0,0.0683401489313396,31.576606288259683,12.40336216729875,0.0047038919179543,2.2644998975762363e-11,0.000147679333869,7.50542077684034e-05,0.9990274036146608,6764.842293375229,2.114355601251618,371843.63077761134,6.707033520078976,0.0164755968168894,0.0304530825889372,1.0,-0.7864657245376798,0.1499109454272645,-1.4177103729972167,0.0176768648624419,0.185586412747701,0.2027374672889709,0.0107188250722938,1.092415464512406,0.0,-0.9613666164854772
"MATLAB 1-14 PM Tue, Sep 10, 2024 Run10 .csv",0,5.988049510811789,2713.0729027229568,0.3304582035453621,1234.768624881449,0.0240917973057744,-0.1647768433865815,-0.1021752796077519,5.291694889047867,0.004445,0.4767927666785133,0.0,-0.3989299407635113,24.90044224810656,14.494819923681902,0.1707229800441333,1.7804131322817677e-11,0.001318933066735,0.0002215195381211,0.997609256221978,-659.7305824638569,3.978603670133119,828593.5774228338,42.93836893751371,0.505078123883627,0.8661716801536337,1.0,1.0921198172732811,0.1789788142901393,0.4528994699637425,0.0257055386900901,0.1515712285881311,0.209852933883667,0.0170781776530822,1.3845169418920953,5.806306039062129,2408.459308935671,0.1106076319507142,1088.8915590549932,0.0253550683497361,-0.1609345612971296,-0.0955129931728302,5.323154335836448,0.003415,2.467851547560313,0.0,0.3959666653145773,24.858890857147884,14.778743110233926,0.180949255121731,3.427955817340361e-11,0.0010187773337796,1.1850737279697458e-05,0.9986333229337384,980.2272683362446,3.912011406497307,721896.8399635219,55.529134186161855,0.2226557637050835,0.6194235399669556,0.0994236311239193,1.2082444120339386,0.0983322654089181,0.04542905574842,0.0523405086994171,0.1913863447996286,0.3073953533172607,0.0311107077305739,1.6061509176064124,0.0,-0.0640138169590684
"MATLAB 1-15 PM Thu, Aug 22, 2024 Run5 .csv",0,6.019454854656343,2751.038240358195,0.3495059842275133,1233.450643923265,0.4476188039029502,0.2003117902982135,0.1001395243946118,0.1844981279628075,0.00263,0.4753683125575078,0.8,4.57644646161737,433.8665363005421,53.831582026943046,0.8823826860975847,2.329760962356695e-12,0.000812249598155,0.0009328749750266,0.997058496912935,-195.8676398153823,4.608940420661343,634564.7387891067,3.068600210109099,0.0748262159801319,0.088290506800111,1.0,-0.91064921819706,1.483131355920997,0.7767790405502386,0.0577546951174735,0.109121855020523,0.3421071875095368,0.0902545933569922,3.1350932170754904,5.878498256606731,1992.5582734449167,0.237887102049256,1175.4982539131586,0.436828245724866,0.1781394390805303,0.1178902427013551,0.2660142623328141,0.00317,0.4664269581763579,0.8095238095238095,0.5197754851879443,196.8091938200605,35.45341067253673,0.9095282878976172,1.60740655710345e-12,0.0006467423241686,0.0005736787500605,0.9986030523906676,1544.0508763275611,3.8895194033641336,509697.6699380533,4.461217817034672,0.0296927169141762,0.0222896130205633,1.0,-0.794400519680252,1.2501968922384026,0.3286210552517943,0.0540342390537262,0.0769949086507161,0.2125856482982635,0.0543472829131871,2.7610351388641634,1.0,0.1976365925089045
