file_name,a0_spectral_entropy,a0_spectral_centroid,a0_spectral_flatness,a0_spectral_bandwidth,a0_std_dev_time_diff,a0_mean_time_diff,a0_median_time_diff,a0_peaks_per_second,a0_percent_time_above_threshold,a0_num_boilings,a0_unused_peak_proportion,a0_skewness,a0_kurtosis,a0_crest_factor,a0_burstiness,a0_spectral_flux,a0_low_band_power,a0_mid_band_power,a0_high_band_power,a0_high_to_low_ratio,a0_mean_spectral_entropy_time,a0_var_spectral_centroid_time,a0_wavelet_energy_low_scale,a0_wavelet_energy_mid_scale,a0_wavelet_energy_high_scale,a0_regime_dominance,a0_rms_change_points,a0_skew_peak_magnitude,a0_kurtosis_peak_magnitude,a0_iqr_peak_magnitude,a1_spectral_entropy,a1_spectral_centroid,a1_spectral_flatness,a1_spectral_bandwidth,a1_std_dev_time_diff,a1_mean_time_diff,a1_median_time_diff,a1_peaks_per_second,a1_percent_time_above_threshold,a1_num_boilings,a1_unused_peak_proportion,a1_skewness,a1_kurtosis,a1_crest_factor,a1_burstiness,a1_low_band_power,a1_mid_band_power,a1_high_band_power,a1_high_to_low_ratio,a1_mean_spectral_entropy_time,a1_var_spectral_centroid_time,a1_spectral_flux,a1_wavelet_energy_low_scale,a1_wavelet_energy_mid_scale,a1_wavelet_energy_high_scale,a1_regime_dominance,a1_rms_change_points,a1_skew_peak_magnitude,a1_kurtosis_peak_magnitude,a1_iqr_peak_magnitude,num_peak_mag_high_diff,peak_mag_correlation
Boiling_at_Heater_T85_RefVideo1.csv,4.1264156782260955,2201.3717315729104,0.09293957279535038,2969.4094335875707,1.2170761835270267,0.9673669969084687,0.6589602098710948,-2.109285269170244,3.2e-05,-0.8423872152165408,1.0,-0.004765319985569593,0.017369201770527365,4.740627211048741,0.8687733600803167,3.905026007148242e-16,0.008842765779108456,0.10038439154138715,0.8907428058219922,-1211.1938377673523,3.682474312309492,295858.65892291773,19.939497518514106,57.84164174974809,17.166440007342057,0.0,0.8392271345592441,-0.16046638430462618,-1.7864526436118093,0.0020699363946914996,4.823646506517053,3032.7111446470763,-0.15940608237347084,3606.446928683538,0.0,-0.42866094128370036,-0.3376788664351685,-2.3818538654945876,0.0,-0.7907424684744334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.916694254672405,0.0,0.0,0.0,0,0.0
Boiling_at_Heater_T93_RefVideo2.csv,3.8101807076855163,1665.9502697008563,0.043837044750726285,1867.0128565197451,0.6924692948568345,0.04580738227938702,-0.1723088072315921,-0.8280276837738212,0.00011583382149015247,-0.842984739295882,1.0,0.0035861995545903094,0.07360744293045896,4.866841680089705,1.4414595285259508,7.77822956012777e-16,0.01513062927149213,0.1460986636409966,0.8387605642732648,-1263.7335126677508,3.354057414810408,131302.31999992888,15.07565428748766,39.178524895388556,17.88992203479856,0.0,-1.1629625696984616,2.5191406522500457,5.190377407282128,0.0007254254817962488,4.233152072280111,1986.6813837188702,-0.24770109066323337,2472.60507514269,0.0,-0.42978819935300366,-0.3390941999395961,-2.3873186310321572,0.0,-0.7914814099674591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9191042346433437,0.0,0.0,0.0,0,0.0
Boiling_at_Heater_T98_RefVideo3.csv,3.616228482115903,1387.868379064046,0.04741916396356502,2011.2917842414747,0.0,-0.43562799002319286,-0.35087782446186044,-2.818227150965906,0.0,-0.8435822633752231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1326.4111667786558,0.0,0.0,0.0,0.0,0.0,0.0,-1.1651522739561673,0.0,0.0,0.0,4.068988025840774,1820.0064977330717,-0.24005098602719208,2650.682144267246,0.0,-0.430915457422307,-0.34050953344402374,-2.3927833965697265,0.0,-0.7922203514604848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9215142146142825,0.0,0.0,0.0,0,0.0
Calm_to_Boiling_50V_on_StartT65.csv,3.840602864492288,1960.6718728902304,0.05159462888895936,2179.760527211787,0.043059234866438825,-0.40123508071232683,-0.3303568417330637,20.424135708383606,0.004982177473240803,2.1558202125454358,0.0,-0.04558037972993154,0.7057357854512674,5.298585535743604,1.215204475048426,9.32999308713889e-15,0.006817611955048945,0.05924440392888977,0.9339118668569167,-1196.669019119768,3.3770993942135874,111148.51220787919,66.67232587527603,185.86980883450096,52.285255685189234,0.022054556006964595,-1.167341978213873,0.8232669624889766,0.1513812846948417,0.00500312268733975,4.361142267440104,2425.287461405203,-0.24390924997284458,2664.815448758566,0.07167215983503052,-0.36974930641371717,-0.30758486695585135,8.907588700818298,0.001097552610117301,2.2070407070464895,0.011235955056179775,-0.016292346846558656,0.6914501025401032,7.021836763948618,1.1505576736924121,0.005776131732733603,0.05199507057445468,0.9422077119154724,163.12088357956554,3.729321439500029,183202.82090138493,1.0153167838733904e-15,27.882221940607515,51.915212684811635,15.914282617927716,0.04044117647058824,-0.9239241945852212,2.525236229073597,9.673339479679074,0.0026530396938324007,6,0.14034978414237323
Calm_to_Boiling_50V_on_StartT80.csv,3.670039547831636,1446.4364415985656,0.04385437977038084,1929.2287110171658,0.0,-0.4377096439142211,-0.35345585899486615,-2.8271676326125905,0.0,-0.8447773115339056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1340.8972508296524,0.0,0.0,0.0,0.0,0.0,0.0,-1.1695316824715785,0.0,0.0,0.0,3.970610397723297,1707.3236414974008,-0.24840726100132846,2489.575904338299,0.0,-0.4331699735609137,-0.34334020045287894,-2.4037129276448654,0.0,-0.7936982344465361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92633417455616,0.0,0.0,0.0,0,0.0
"MATLAB 1-00 PM Fri, Jun 28, 2024 Run8 .csv",5.439864168409741,1910.8551324977448,0.2831755060803294,1009.3886347724485,0.01570958400890101,-0.13436660016136703,-0.050844876531994654,0.36839412971665286,0.00462,0.15462516438675322,0.0,-0.08751807322542184,33.72229074799877,12.370524718667596,0.051611092180599005,2.0486961659128306e-12,0.0022832371976872854,0.15465063495967218,0.8428797912125521,-978.9803159301453,4.180224957522514,349147.0799978815,6.513067391474481,15.56891581424103,0.43656149682491663,1.0,0.8282786132707158,-1.6918619311208725,3.0253604018525806,0.01196020364761348,4.9313795265334495,1623.1168089103896,-0.14302684056672607,815.8675751355788,0.01615416041130799,-0.13016819964130039,-0.043255534223117176,0.7908543099701508,0.00381,0.20556282406043824,0.0,0.2087149042448044,40.429871898667045,11.741167839069579,0.05311614055936855,0.0005941052617076719,0.08208380770169656,0.9171855563238595,1543.809852293748,3.888325518398002,259564.54008424442,9.515793339179989e-11,29.86937761771782,32.05001037372243,0.30621463287142714,1.0,1.0712558454729013,-2.207885803305541,4.406211679123996,0.01479893684387204,0,0.7139976015080887
"MATLAB 1-00 PM Thu, Aug 22, 2024 Run1.csv",6.022721529631733,2857.411087814228,0.3969592870269997,1263.5407849708793,0.903641581450596,0.7784587011179369,0.7575661054869973,-2.1361011135696475,0.00035,-0.8459723596925879,1.0,1.548618201056956,191.66659379102478,49.0494372816913,0.7417538126405309,2.2315285252180874e-15,0.005212425839248056,0.0022309387020708928,0.9882656335017871,-1165.7853120060724,4.988478748478457,493530.7365779571,0.08953681228722432,0.004015941129085704,0.004276917170593203,0.0,0.8260889090130101,1.5803320654654236,1.011454420990221,0.013970384001731898,5.694182894525903,1811.798504255628,0.10286505236048143,1253.3633358443972,0.4655781958931742,0.6808005093122262,0.8093291315160099,-1.9146374582274133,0.00016,-0.7951761174325874,1.0,-0.7208507942030963,9.902886251924208,21.03364167321845,0.4171006708373091,0.01710911745356806,0.0023747958212591096,0.9802181216193772,57.292149889061356,3.8538350926615075,421229.0623167931,1.7264746967136524e-15,0.14619060209989337,0.0030939428607725996,0.002948907830237513,0.0,0.06884586550196248,0.6330940798309221,-1.302265146431665,0.012589248418807895,0,-0.4319848937971969
"MATLAB 1-02 PM Mon, Mar 11, 2024 Run4 .csv",4.807220506399118,1190.9354735825236,0.15743568913522943,719.5554015117594,0.15938781087257464,-0.2924221248823953,-0.23977291089879116,3.8927998734110476,0.004206666666666667,1.153430116228071,0.8415841584158416,-0.05156755360517183,0.12169584976139669,4.883086427564687,1.0739694832824151,6.513669509860549e-14,0.006050164199360227,0.032770081183563234,0.9611622921828237,-1203.7608882166896,4.3605056169097915,25919.0457138004,12.534577294321009,1.4792812966210702,0.15006539838454871,0.5,-0.17610079524469557,1.051865271135677,1.5091380954841487,0.002787330150604301,5.061525607748599,1352.8009345265434,-0.1198179489672686,896.8798141319595,0.0,-0.43655174776882366,-0.34758620096616183,-2.420107224257574,0.0,-0.7959150589256131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9335641144689762,0.0,0.0,0.0,0,0.0
"MATLAB 1-02 PM Thu, Nov 7, 2024 Run8 .csv",5.700523466214685,2294.8718454381756,0.2601321043988069,1356.9178434613618,0.0009449338594950527,-0.20606295190503723,-0.12301192826961455,1.3550354094918493,0.0004,0.15283259214872968,0.0,1.5285514573324797,58.057355177889825,17.777887562975184,0.004007183157336801,1.676217318918616e-11,0.0001796046586576511,0.00017208235140298077,0.9991079887529378,4192.9483621892905,2.5738513181212137,457622.5399895293,14.752301235465987,0.05639307594782732,0.10656064467506202,1.0,-0.17829049950240128,-0.40525634216350664,-1.058759462362168,0.03877331733703612,5.308989046859168,2144.0924624139006,-0.0944571182326501,1207.4333525905374,0.0012130436916114808,-0.20193400604682965,-0.11340153467880384,1.774512015602666,0.00052,0.20334599958136124,0.0,0.5924224765027378,32.97700477799756,12.948236092615607,0.005145575484889929,0.00018611165810550903,9.598499436098653e-05,0.9990280117854176,5367.895928470295,2.4186048812789545,430587.02158378414,2.3631795163982756e-11,17.91751299450009,0.04669367139170392,0.06986483677906057,1.0,0.06402590556008503,-0.32707514933573156,-0.923031762092128,0.018076523542404216,0,-0.5879004306974205
"MATLAB 1-04 PM Thu, Aug 22, 2024 Run2.csv",5.897196068948194,2799.6570092984284,0.32028309598531485,1269.3191380948647,0.3621314856407515,0.13286122084866764,0.20574905417295292,-1.1495018350544917,0.00121,0.15223506806938847,0.5882352941176471,-1.1890736950480223,187.92017291443636,40.73933747361801,0.628946178561461,2.976954838411713e-14,0.0013470907155534242,0.0007926719730785467,0.9960294522587426,-637.71945589917,4.52442625557835,802036.3709575521,0.41512525761380137,0.007616585740990801,0.009658786461965049,1.0,-0.18048020376010698,1.2510205411828201,0.8410472818761932,0.014401848316192598,5.499477000671673,1864.7241584502835,0.04677304452941716,1288.9060239090065,0.3199215714662812,0.269778350850113,0.35018313140420365,-1.0310227539534567,0.00095,0.20260705808833557,0.5,-0.48366205600582973,134.21227503517562,33.53674074976419,0.45149381570435154,0.0031409219087742716,0.0007428442593590236,0.9958755668178012,317.06473313958844,3.868334251249195,692070.8236508941,1.5935066382832627e-14,0.6584311454918915,0.0042308488911480605,0.003488478010294568,1.0,-0.9383840744108537,2.1795963605056006,4.551326017769425,0.009011435806751223,1,0.5254259993104917
